,item,date,sales
7326,28,2017-43,6796
7327,28,2017-44,7206
7328,28,2017-45,7379
7329,28,2017-46,7169
7330,28,2017-47,7450
7331,28,2017-48,6161
7332,28,2017-49,5068
7333,28,2017-50,5204
7334,28,2017-51,5192
7335,28,2017-52,6023
7336,29,2013-01,3201
7337,29,2013-02,2822
7338,29,2013-03,2787
7339,29,2013-04,2826
7340,29,2013-05,2874
7341,29,2013-06,3095
7342,29,2013-07,3108
7343,29,2013-08,3123
7344,29,2013-09,3299
7345,29,2013-10,3597
7346,29,2013-11,3722
7347,29,2013-12,3613
7348,29,2013-13,3617
7349,29,2013-14,4432
7350,29,2013-15,4390
7351,29,2013-16,4267
7352,29,2013-17,4140
7353,29,2013-18,4358
7354,29,2013-19,4542
7355,29,2013-20,4600
7356,29,2013-21,4689
7357,29,2013-22,4713
7358,29,2013-23,5003
7359,29,2013-24,4962
7360,29,2013-25,4866
7361,29,2013-26,4820
7362,29,2013-27,5143
7363,29,2013-28,5204
7364,29,2013-29,5108
7365,29,2013-30,5150
7366,29,2013-31,4794
7367,29,2013-32,4593
7368,29,2013-33,4700
7369,29,2013-34,4514
7370,29,2013-35,4510
7371,29,2013-36,4394
7372,29,2013-37,4259
7373,29,2013-38,4186
7374,29,2013-39,4348
7375,29,2013-40,3996
7376,29,2013-41,3917
7377,29,2013-42,3953
7378,29,2013-43,3994
7379,29,2013-44,4095
7380,29,2013-45,4445
7381,29,2013-46,4260
7382,29,2013-47,4237
7383,29,2013-48,4028
7384,29,2013-49,3038
7385,29,2013-50,3012
7386,29,2013-51,3072
7387,29,2013-52,3067
7388,29,2014-01,3695
7389,29,2014-02,3112
7390,29,2014-03,3179
7391,29,2014-04,3169
7392,29,2014-05,3204
7393,29,2014-06,3568
7394,29,2014-07,3428
7395,29,2014-08,3632
7396,29,2014-09,3796
7397,29,2014-10,4253
7398,29,2014-11,4165
7399,29,2014-12,4267
7400,29,2014-13,4172
7401,29,2014-14,4889
7402,29,2014-15,4971
7403,29,2014-16,4916
7404,29,2014-17,4792
7405,29,2014-18,5251
7406,29,2014-19,5333
7407,29,2014-20,5288
7408,29,2014-21,5298
7409,29,2014-22,5351
7410,29,2014-23,5697
7411,29,2014-24,5587
7412,29,2014-25,5717
7413,29,2014-26,5550
7414,29,2014-27,6085
7415,29,2014-28,6052
7416,29,2014-29,5935
7417,29,2014-30,5882
7418,29,2014-31,5521
7419,29,2014-32,5355
7420,29,2014-33,5249
7421,29,2014-34,5241
7422,29,2014-35,5295
7423,29,2014-36,4895
7424,29,2014-37,4880
7425,29,2014-38,4941
7426,29,2014-39,4988
7427,29,2014-40,4682
7428,29,2014-41,4485
7429,29,2014-42,4494
7430,29,2014-43,4625
7431,29,2014-44,4697
7432,29,2014-45,4974
7433,29,2014-46,4964
7434,29,2014-47,4976
7435,29,2014-48,4978
7436,29,2014-49,3505
7437,29,2014-50,3611
7438,29,2014-51,3494
7439,29,2014-52,3426
7440,29,2015-01,2128
7441,29,2015-02,3307
7442,29,2015-03,3216
7443,29,2015-04,3334
7444,29,2015-05,3293
7445,29,2015-06,3653
7446,29,2015-07,3651
7447,29,2015-08,3622
7448,29,2015-09,3675
7449,29,2015-10,4367
7450,29,2015-11,4279
7451,29,2015-12,4477
7452,29,2015-13,4422
7453,29,2015-14,5038
7454,29,2015-15,5207
7455,29,2015-16,5124
7456,29,2015-17,5227
7457,29,2015-18,5217
7458,29,2015-19,5533
7459,29,2015-20,5585
7460,29,2015-21,5574
7461,29,2015-22,5498
7462,29,2015-23,5906
7463,29,2015-24,6029
7464,29,2015-25,5949
7465,29,2015-26,5825
7466,29,2015-27,6134
7467,29,2015-28,6256
7468,29,2015-29,6273
7469,29,2015-30,6264
7470,29,2015-31,6117
7471,29,2015-32,5588
7472,29,2015-33,5403
7473,29,2015-34,5489
7474,29,2015-35,5536
7475,29,2015-36,5109
7476,29,2015-37,5173
7477,29,2015-38,5023
7478,29,2015-39,5139
7479,29,2015-40,4958
7480,29,2015-41,4692
7481,29,2015-42,4757
7482,29,2015-43,4777
7483,29,2015-44,4847
7484,29,2015-45,5120
7485,29,2015-46,5288
7486,29,2015-47,5114
7487,29,2015-48,5172
7488,29,2015-49,3781
7489,29,2015-50,3602
7490,29,2015-51,3724
7491,29,2015-52,3642
7492,29,2015-53,1970
7493,29,2016-01,3554
7494,29,2016-02,3702
7495,29,2016-03,3531
7496,29,2016-04,3544
7497,29,2016-05,3951
7498,29,2016-06,4015
7499,29,2016-07,4011
7500,29,2016-08,4043
7501,29,2016-09,4580
7502,29,2016-10,4781
7503,29,2016-11,4703
7504,29,2016-12,4681
7505,29,2016-13,5237
7506,29,2016-14,5602
7507,29,2016-15,5587
7508,29,2016-16,5533
7509,29,2016-17,5672
7510,29,2016-18,6032
7511,29,2016-19,5888
7512,29,2016-20,6008
7513,29,2016-21,5943
7514,29,2016-22,6251
7515,29,2016-23,6480
7516,29,2016-24,6490
7517,29,2016-25,6322
7518,29,2016-26,6507
7519,29,2016-27,6812
7520,29,2016-28,6784
7521,29,2016-29,6756
7522,29,2016-30,6773
7523,29,2016-31,5931
7524,29,2016-32,5912
7525,29,2016-33,5909
7526,29,2016-34,6028
7527,29,2016-35,5698
7528,29,2016-36,5533
7529,29,2016-37,5523
7530,29,2016-38,5645
7531,29,2016-39,5507
7532,29,2016-40,5203
7533,29,2016-41,5271
7534,29,2016-42,5247
7535,29,2016-43,5132
7536,29,2016-44,5506
7537,29,2016-45,5634
7538,29,2016-46,5615
7539,29,2016-47,5447
7540,29,2016-48,4456
7541,29,2016-49,3924
7542,29,2016-50,3941
7543,29,2016-51,3962
7544,29,2016-52,3214
7545,29,2016-53,1684
7546,29,2017-01,3738
7547,29,2017-02,3742
7548,29,2017-03,3728
7549,29,2017-04,3710
7550,29,2017-05,4024
7551,29,2017-06,4168
7552,29,2017-07,4151
7553,29,2017-08,4234
7554,29,2017-09,4785
7555,29,2017-10,4917
7556,29,2017-11,4978
7557,29,2017-12,4998
7558,29,2017-13,5307
7559,29,2017-14,5885
7560,29,2017-15,5794
7561,29,2017-16,5892
7562,29,2017-17,5851
7563,29,2017-18,6146
7564,29,2017-19,6310
7565,29,2017-20,6165
7566,29,2017-21,6226
7567,29,2017-22,6275
7568,29,2017-23,6577
7569,29,2017-24,6636
7570,29,2017-25,6566
7571,29,2017-26,6861
7572,29,2017-27,6990
7573,29,2017-28,7008
7574,29,2017-29,7096
7575,29,2017-30,6904
7576,29,2017-31,6348
7577,29,2017-32,6260
7578,29,2017-33,6231
7579,29,2017-34,6253
7580,29,2017-35,5895
7581,29,2017-36,5817
7582,29,2017-37,5753
7583,29,2017-38,5866
7584,29,2017-39,5693
7585,29,2017-40,5363
7586,29,2017-41,5403
7587,29,2017-42,5449
7588,29,2017-43,5405
7589,29,2017-44,5567
7590,29,2017-45,5685
7591,29,2017-46,5860
7592,29,2017-47,5834
7593,29,2017-48,4798
7594,29,2017-49,4181
7595,29,2017-50,4141
7596,29,2017-51,4206
7597,29,2017-52,4798
7598,30,2013-01,1867
7599,30,2013-02,1635
7600,30,2013-03,1524
7601,30,2013-04,1594
7602,30,2013-05,1681
7603,30,2013-06,1776
7604,30,2013-07,1673
7605,30,2013-08,1750
7606,30,2013-09,1992
7607,30,2013-10,2171
7608,30,2013-11,2088
7609,30,2013-12,2113
7610,30,2013-13,2108
7611,30,2013-14,2467
7612,30,2013-15,2484
7613,30,2013-16,2416
7614,30,2013-17,2485
7615,30,2013-18,2726
7616,30,2013-19,2686
7617,30,2013-20,2729
7618,30,2013-21,2700
7619,30,2013-22,2623
7620,30,2013-23,2845
7621,30,2013-24,2824
7622,30,2013-25,2855
7623,30,2013-26,2827
7624,30,2013-27,2945
7625,30,2013-28,3025
7626,30,2013-29,3136
7627,30,2013-30,3041
7628,30,2013-31,2864
7629,30,2013-32,2659
7630,30,2013-33,2584
7631,30,2013-34,2625
7632,30,2013-35,2671
7633,30,2013-36,2589
7634,30,2013-37,2524
7635,30,2013-38,2460
7636,30,2013-39,2409
7637,30,2013-40,2369
7638,30,2013-41,2312
7639,30,2013-42,2259
7640,30,2013-43,2260
7641,30,2013-44,2306
7642,30,2013-45,2495
7643,30,2013-46,2494
7644,30,2013-47,2425
7645,30,2013-48,2317
7646,30,2013-49,1807
7647,30,2013-50,1817
7648,30,2013-51,1781
7649,30,2013-52,1749
7650,30,2014-01,2148
7651,30,2014-02,1849
7652,30,2014-03,1863
7653,30,2014-04,1832
7654,30,2014-05,1930
7655,30,2014-06,2102
7656,30,2014-07,2081
7657,30,2014-08,2080
7658,30,2014-09,2206
7659,30,2014-10,2423
7660,30,2014-11,2496
7661,30,2014-12,2478
7662,30,2014-13,2365
7663,30,2014-14,2851
7664,30,2014-15,2847
7665,30,2014-16,2807
7666,30,2014-17,2831
7667,30,2014-18,2985
7668,30,2014-19,3099
7669,30,2014-20,3046
7670,30,2014-21,3037
7671,30,2014-22,3055
7672,30,2014-23,3209
7673,30,2014-24,3235
7674,30,2014-25,3268
7675,30,2014-26,3214
7676,30,2014-27,3442
7677,30,2014-28,3487
7678,30,2014-29,3512
7679,30,2014-30,3503
7680,30,2014-31,3155
7681,30,2014-32,3042
7682,30,2014-33,3053
7683,30,2014-34,3127
7684,30,2014-35,3073
7685,30,2014-36,2817
7686,30,2014-37,2831
7687,30,2014-38,2832
7688,30,2014-39,2817
7689,30,2014-40,2714
7690,30,2014-41,2648
7691,30,2014-42,2643
7692,30,2014-43,2673
7693,30,2014-44,2729
7694,30,2014-45,2930
7695,30,2014-46,2842
7696,30,2014-47,2860
7697,30,2014-48,2874
7698,30,2014-49,2038
7699,30,2014-50,1925
7700,30,2014-51,1924
7701,30,2014-52,2110
7702,30,2015-01,1193
7703,30,2015-02,1928
7704,30,2015-03,1955
7705,30,2015-04,1866
7706,30,2015-05,1986
7707,30,2015-06,2082
7708,30,2015-07,2088
7709,30,2015-08,2197
7710,30,2015-09,2297
7711,30,2015-10,2563
7712,30,2015-11,2544
7713,30,2015-12,2547
7714,30,2015-13,2526
7715,30,2015-14,2809
7716,30,2015-15,3040
7717,30,2015-16,2971
7718,30,2015-17,3020
7719,30,2015-18,3027
7720,30,2015-19,3198
7721,30,2015-20,3177
7722,30,2015-21,3172
7723,30,2015-22,3214
7724,30,2015-23,3327
7725,30,2015-24,3416
7726,30,2015-25,3360
7727,30,2015-26,3392
7728,30,2015-27,3594
7729,30,2015-28,3660
7730,30,2015-29,3513
7731,30,2015-30,3556
7732,30,2015-31,3583
7733,30,2015-32,3202
7734,30,2015-33,3169
7735,30,2015-34,3236
7736,30,2015-35,3181
7737,30,2015-36,3021
7738,30,2015-37,2935
7739,30,2015-38,2983
7740,30,2015-39,3066
7741,30,2015-40,2884
7742,30,2015-41,2834
7743,30,2015-42,2810
7744,30,2015-43,2781
7745,30,2015-44,2795
7746,30,2015-45,3022
7747,30,2015-46,2965
7748,30,2015-47,2931
7749,30,2015-48,3035
7750,30,2015-49,2264
7751,30,2015-50,2162
7752,30,2015-51,2113
7753,30,2015-52,2132
7754,30,2015-53,1142
7755,30,2016-01,2007
7756,30,2016-02,2091
7757,30,2016-03,2074
7758,30,2016-04,2073
7759,30,2016-05,2250
7760,30,2016-06,2249
7761,30,2016-07,2358
7762,30,2016-08,2301
7763,30,2016-09,2843
7764,30,2016-10,2847
7765,30,2016-11,2779
7766,30,2016-12,2746
7767,30,2016-13,2887
7768,30,2016-14,3216
7769,30,2016-15,3215
7770,30,2016-16,3142
7771,30,2016-17,3443
7772,30,2016-18,3483
7773,30,2016-19,3447
7774,30,2016-20,3481
7775,30,2016-21,3418
7776,30,2016-22,3585
7777,30,2016-23,3782
7778,30,2016-24,3636
7779,30,2016-25,3560
7780,30,2016-26,3919
7781,30,2016-27,3988
7782,30,2016-28,3895
7783,30,2016-29,3967
7784,30,2016-30,3965
7785,30,2016-31,3402
7786,30,2016-32,3456
7787,30,2016-33,3393
7788,30,2016-34,3475
7789,30,2016-35,3261
7790,30,2016-36,3327
7791,30,2016-37,3199
7792,30,2016-38,3201
7793,30,2016-39,3156
7794,30,2016-40,2951
7795,30,2016-41,3022
7796,30,2016-42,3028
7797,30,2016-43,3030
7798,30,2016-44,3216
7799,30,2016-45,3229
7800,30,2016-46,3235
7801,30,2016-47,3165
7802,30,2016-48,2610
7803,30,2016-49,2344
7804,30,2016-50,2259
7805,30,2016-51,2399
7806,30,2016-52,1925
7807,30,2016-53,1044
7808,30,2017-01,2189
7809,30,2017-02,2194
7810,30,2017-03,2089
7811,30,2017-04,2081
7812,30,2017-05,2297
7813,30,2017-06,2364
7814,30,2017-07,2459
7815,30,2017-08,2457
7816,30,2017-09,2705
7817,30,2017-10,2826
7818,30,2017-11,2940
7819,30,2017-12,2798
7820,30,2017-13,3094
7821,30,2017-14,3329
7822,30,2017-15,3378
7823,30,2017-16,3413
7824,30,2017-17,3369
7825,30,2017-18,3636
7826,30,2017-19,3656
7827,30,2017-20,3665
7828,30,2017-21,3569
7829,30,2017-22,3768
7830,30,2017-23,3803
7831,30,2017-24,3838
7832,30,2017-25,3917
7833,30,2017-26,3904
7834,30,2017-27,4001
7835,30,2017-28,4123
7836,30,2017-29,4133
7837,30,2017-30,3950
7838,30,2017-31,3658
7839,30,2017-32,3582
7840,30,2017-33,3656
7841,30,2017-34,3529
7842,30,2017-35,3480
7843,30,2017-36,3379
7844,30,2017-37,3317
7845,30,2017-38,3375
7846,30,2017-39,3327
7847,30,2017-40,3073
7848,30,2017-41,3089
7849,30,2017-42,3163
7850,30,2017-43,3146
7851,30,2017-44,3301
7852,30,2017-45,3239
7853,30,2017-46,3311
7854,30,2017-47,3341
7855,30,2017-48,2891
7856,30,2017-49,2316
7857,30,2017-50,2413
7858,30,2017-51,2371
7859,30,2017-52,2714
7860,31,2013-01,2638
7861,31,2013-02,2261
7862,31,2013-03,2295
7863,31,2013-04,2286
7864,31,2013-05,2485
7865,31,2013-06,2503
7866,31,2013-07,2586
7867,31,2013-08,2592
7868,31,2013-09,2934
7869,31,2013-10,3098
7870,31,2013-11,3094
7871,31,2013-12,3009
7872,31,2013-13,3005
7873,31,2013-14,3639
7874,31,2013-15,3667
7875,31,2013-16,3658
7876,31,2013-17,3610
7877,31,2013-18,3865
7878,31,2013-19,3863
7879,31,2013-20,3922
7880,31,2013-21,3893
7881,31,2013-22,3985
7882,31,2013-23,4122
7883,31,2013-24,4065
7884,31,2013-25,3978
7885,31,2013-26,4143
7886,31,2013-27,4421
7887,31,2013-28,4375
7888,31,2013-29,4396
7889,31,2013-30,4390
7890,31,2013-31,4017
7891,31,2013-32,3901
7892,31,2013-33,3898
7893,31,2013-34,3901
7894,31,2013-35,3839
7895,31,2013-36,3631
7896,31,2013-37,3574
7897,31,2013-38,3661
7898,31,2013-39,3641
7899,31,2013-40,3378
7900,31,2013-41,3370
7901,31,2013-42,3298
7902,31,2013-43,3361
7903,31,2013-44,3369
7904,31,2013-45,3649
7905,31,2013-46,3627
7906,31,2013-47,3639
7907,31,2013-48,3412
7908,31,2013-49,2578
7909,31,2013-50,2625
7910,31,2013-51,2614
7911,31,2013-52,2536
7912,31,2014-01,3156
7913,31,2014-02,2605
7914,31,2014-03,2689
7915,31,2014-04,2640
7916,31,2014-05,2798
7917,31,2014-06,2968
7918,31,2014-07,2905
7919,31,2014-08,2976
7920,31,2014-09,3154
7921,31,2014-10,3662
7922,31,2014-11,3574
7923,31,2014-12,3536
7924,31,2014-13,3584
7925,31,2014-14,4095
7926,31,2014-15,4253
7927,31,2014-16,4216
7928,31,2014-17,4231
7929,31,2014-18,4387
7930,31,2014-19,4416
7931,31,2014-20,4459
7932,31,2014-21,4420
7933,31,2014-22,4440
7934,31,2014-23,4775
7935,31,2014-24,4827
7936,31,2014-25,4704
7937,31,2014-26,4817
7938,31,2014-27,5010
7939,31,2014-28,5035
7940,31,2014-29,4937
7941,31,2014-30,4955
7942,31,2014-31,4772
7943,31,2014-32,4553
7944,31,2014-33,4362
7945,31,2014-34,4369
7946,31,2014-35,4384
7947,31,2014-36,4136
7948,31,2014-37,4059
7949,31,2014-38,4147
7950,31,2014-39,4152
7951,31,2014-40,4068
7952,31,2014-41,3814
7953,31,2014-42,3916
7954,31,2014-43,3769
7955,31,2014-44,4035
7956,31,2014-45,4158
7957,31,2014-46,4128
7958,31,2014-47,4171
7959,31,2014-48,4093
7960,31,2014-49,2873
7961,31,2014-50,3009
7962,31,2014-51,2920
7963,31,2014-52,3044
7964,31,2015-01,1749
7965,31,2015-02,2779
7966,31,2015-03,2788
7967,31,2015-04,2929
7968,31,2015-05,2855
7969,31,2015-06,3124
7970,31,2015-07,3115
7971,31,2015-08,3055
7972,31,2015-09,3255
7973,31,2015-10,3678
7974,31,2015-11,3783
7975,31,2015-12,3746
7976,31,2015-13,3731
7977,31,2015-14,4185
7978,31,2015-15,4393
7979,31,2015-16,4265
7980,31,2015-17,4345
7981,31,2015-18,4410
7982,31,2015-19,4594
7983,31,2015-20,4538
7984,31,2015-21,4713
7985,31,2015-22,4608
7986,31,2015-23,4901
7987,31,2015-24,4906
7988,31,2015-25,5037
7989,31,2015-26,4950
7990,31,2015-27,5100
7991,31,2015-28,5335
7992,31,2015-29,5163
7993,31,2015-30,5240
7994,31,2015-31,5118
7995,31,2015-32,4704
7996,31,2015-33,4654
7997,31,2015-34,4715
7998,31,2015-35,4694
7999,31,2015-36,4346
8000,31,2015-37,4268
8001,31,2015-38,4363
8002,31,2015-39,4435
8003,31,2015-40,4174
8004,31,2015-41,3840
8005,31,2015-42,3994
8006,31,2015-43,4069
8007,31,2015-44,4103
8008,31,2015-45,4357
8009,31,2015-46,4263
8010,31,2015-47,4353
8011,31,2015-48,4374
8012,31,2015-49,3246
8013,31,2015-50,3107
8014,31,2015-51,3156
8015,31,2015-52,3093
8016,31,2015-53,1594
8017,31,2016-01,2928
8018,31,2016-02,2956
8019,31,2016-03,3015
8020,31,2016-04,3016
8021,31,2016-05,3258
8022,31,2016-06,3493
8023,31,2016-07,3466
8024,31,2016-08,3354
8025,31,2016-09,3950
8026,31,2016-10,4035
8027,31,2016-11,4005
8028,31,2016-12,4003
8029,31,2016-13,4388
8030,31,2016-14,4797
8031,31,2016-15,4801
8032,31,2016-16,4706
8033,31,2016-17,4866
8034,31,2016-18,5130
8035,31,2016-19,5113
8036,31,2016-20,4848
8037,31,2016-21,5090
8038,31,2016-22,5227
8039,31,2016-23,5299
8040,31,2016-24,5354
8041,31,2016-25,5472
8042,31,2016-26,5536
8043,31,2016-27,5582
8044,31,2016-28,5753
8045,31,2016-29,5713
8046,31,2016-30,5783
8047,31,2016-31,5002
8048,31,2016-32,4918
8049,31,2016-33,4962
8050,31,2016-34,4992
8051,31,2016-35,4791
8052,31,2016-36,4609
8053,31,2016-37,4658
8054,31,2016-38,4762
8055,31,2016-39,4579
8056,31,2016-40,4391
8057,31,2016-41,4394
8058,31,2016-42,4310
8059,31,2016-43,4414
8060,31,2016-44,4603
8061,31,2016-45,4665
8062,31,2016-46,4682
8063,31,2016-47,4565
8064,31,2016-48,3804
8065,31,2016-49,3314
8066,31,2016-50,3425
8067,31,2016-51,3453
8068,31,2016-52,2817
8069,31,2016-53,1437
8070,31,2017-01,3126
8071,31,2017-02,2987
8072,31,2017-03,3204
8073,31,2017-04,3142
8074,31,2017-05,3451
8075,31,2017-06,3429
8076,31,2017-07,3428
8077,31,2017-08,3704
8078,31,2017-09,3934
8079,31,2017-10,4187
8080,31,2017-11,4203
8081,31,2017-12,4242
8082,31,2017-13,4425
8083,31,2017-14,4830
8084,31,2017-15,4891
8085,31,2017-16,4753
8086,31,2017-17,4833
8087,31,2017-18,5239
8088,31,2017-19,5268
8089,31,2017-20,5189
8090,31,2017-21,5176
8091,31,2017-22,5453
8092,31,2017-23,5566
8093,31,2017-24,5548
8094,31,2017-25,5579
8095,31,2017-26,5611
8096,31,2017-27,5735
8097,31,2017-28,5856
8098,31,2017-29,6001
8099,31,2017-30,5956
8100,31,2017-31,5208
8101,31,2017-32,5231
8102,31,2017-33,5264
8103,31,2017-34,5357
8104,31,2017-35,5093
8105,31,2017-36,4847
8106,31,2017-37,4895
8107,31,2017-38,4847
8108,31,2017-39,4768
8109,31,2017-40,4466
8110,31,2017-41,4521
8111,31,2017-42,4547
8112,31,2017-43,4602
8113,31,2017-44,4709
8114,31,2017-45,4935
8115,31,2017-46,4893
8116,31,2017-47,4874
8117,31,2017-48,4050
8118,31,2017-49,3483
8119,31,2017-50,3580
8120,31,2017-51,3447
8121,31,2017-52,4055
8122,32,2013-01,1975
8123,32,2013-02,1720
8124,32,2013-03,1774
8125,32,2013-04,1782
8126,32,2013-05,1907
8127,32,2013-06,1916
8128,32,2013-07,1862
8129,32,2013-08,1948
8130,32,2013-09,2040
8131,32,2013-10,2343
8132,32,2013-11,2292
8133,32,2013-12,2251
8134,32,2013-13,2213
8135,32,2013-14,2734
8136,32,2013-15,2750
8137,32,2013-16,2755
8138,32,2013-17,2687
8139,32,2013-18,2772
8140,32,2013-19,2978
8141,32,2013-20,2848
8142,32,2013-21,2929
8143,32,2013-22,2975
8144,32,2013-23,3038
8145,32,2013-24,3059
8146,32,2013-25,3091
8147,32,2013-26,3071
8148,32,2013-27,3331
8149,32,2013-28,3312
8150,32,2013-29,3213
8151,32,2013-30,3275
8152,32,2013-31,3023
8153,32,2013-32,2857
8154,32,2013-33,2894
8155,32,2013-34,2824
8156,32,2013-35,2858
8157,32,2013-36,2701
8158,32,2013-37,2687
8159,32,2013-38,2647
8160,32,2013-39,2711
8161,32,2013-40,2605
8162,32,2013-41,2643
8163,32,2013-42,2515
8164,32,2013-43,2547
8165,32,2013-44,2618
8166,32,2013-45,2749
8167,32,2013-46,2649
8168,32,2013-47,2705
8169,32,2013-48,2557
8170,32,2013-49,1933
8171,32,2013-50,1972
8172,32,2013-51,1921
8173,32,2013-52,1963
8174,32,2014-01,2283
8175,32,2014-02,2063
8176,32,2014-03,1967
8177,32,2014-04,1996
8178,32,2014-05,2107
8179,32,2014-06,2300
8180,32,2014-07,2249
8181,32,2014-08,2245
8182,32,2014-09,2366
8183,32,2014-10,2661
8184,32,2014-11,2620
8185,32,2014-12,2643
8186,32,2014-13,2627
8187,32,2014-14,3053
8188,32,2014-15,3042
8189,32,2014-16,3121
8190,32,2014-17,3159
8191,32,2014-18,3319
8192,32,2014-19,3422
8193,32,2014-20,3442
8194,32,2014-21,3331
8195,32,2014-22,3386
8196,32,2014-23,3558
8197,32,2014-24,3623
8198,32,2014-25,3466
8199,32,2014-26,3584
8200,32,2014-27,3833
8201,32,2014-28,3734
8202,32,2014-29,3873
8203,32,2014-30,3665
8204,32,2014-31,3711
8205,32,2014-32,3249
8206,32,2014-33,3344
8207,32,2014-34,3337
8208,32,2014-35,3281
8209,32,2014-36,3071
8210,32,2014-37,3098
8211,32,2014-38,3050
8212,32,2014-39,3134
8213,32,2014-40,2973
8214,32,2014-41,2975
8215,32,2014-42,3025
8216,32,2014-43,2859
8217,32,2014-44,3000
8218,32,2014-45,3056
8219,32,2014-46,3109
8220,32,2014-47,3099
8221,32,2014-48,3161
8222,32,2014-49,2196
8223,32,2014-50,2228
8224,32,2014-51,2232
8225,32,2014-52,2220
8226,32,2015-01,1299
8227,32,2015-02,2184
8228,32,2015-03,2145
8229,32,2015-04,2006
8230,32,2015-05,2176
8231,32,2015-06,2302
8232,32,2015-07,2321
8233,32,2015-08,2379
8234,32,2015-09,2364
8235,32,2015-10,2747
8236,32,2015-11,2799
8237,32,2015-12,2776
8238,32,2015-13,2748
8239,32,2015-14,3130
8240,32,2015-15,3244
8241,32,2015-16,3308
8242,32,2015-17,3313
8243,32,2015-18,3391
8244,32,2015-19,3458
8245,32,2015-20,3573
8246,32,2015-21,3395
8247,32,2015-22,3550
8248,32,2015-23,3767
8249,32,2015-24,3579
8250,32,2015-25,3662
8251,32,2015-26,3700
8252,32,2015-27,3807
8253,32,2015-28,4021
8254,32,2015-29,3871
8255,32,2015-30,3988
8256,32,2015-31,3839
8257,32,2015-32,3426
8258,32,2015-33,3476
8259,32,2015-34,3518
8260,32,2015-35,3510
8261,32,2015-36,3401
8262,32,2015-37,3321
8263,32,2015-38,3321
8264,32,2015-39,3133
8265,32,2015-40,3096
8266,32,2015-41,3032
8267,32,2015-42,3037
8268,32,2015-43,2956
8269,32,2015-44,3070
8270,32,2015-45,3306
8271,32,2015-46,3178
8272,32,2015-47,3288
8273,32,2015-48,3312
8274,32,2015-49,2512
8275,32,2015-50,2300
8276,32,2015-51,2363
8277,32,2015-52,2328
8278,32,2015-53,1221
8279,32,2016-01,2304
8280,32,2016-02,2241
8281,32,2016-03,2232
8282,32,2016-04,2265
8283,32,2016-05,2529
8284,32,2016-06,2536
8285,32,2016-07,2493
8286,32,2016-08,2483
8287,32,2016-09,2850
8288,32,2016-10,3014
8289,32,2016-11,3075
8290,32,2016-12,2998
8291,32,2016-13,3307
8292,32,2016-14,3463
8293,32,2016-15,3535
8294,32,2016-16,3533
8295,32,2016-17,3519
8296,32,2016-18,3658
8297,32,2016-19,3731
8298,32,2016-20,3739
8299,32,2016-21,3762
8300,32,2016-22,4024
8301,32,2016-23,3952
8302,32,2016-24,4052
8303,32,2016-25,4008
8304,32,2016-26,4052
8305,32,2016-27,4321
8306,32,2016-28,4214
8307,32,2016-29,4268
8308,32,2016-30,4232
8309,32,2016-31,3745
8310,32,2016-32,3758
8311,32,2016-33,3738
8312,32,2016-34,3761
8313,32,2016-35,3608
8314,32,2016-36,3523
8315,32,2016-37,3494
8316,32,2016-38,3550
8317,32,2016-39,3425
8318,32,2016-40,3403
8319,32,2016-41,3241
8320,32,2016-42,3252
8321,32,2016-43,3217
8322,32,2016-44,3441
8323,32,2016-45,3429
8324,32,2016-46,3549
8325,32,2016-47,3468
8326,32,2016-48,2843
8327,32,2016-49,2542
8328,32,2016-50,2430
8329,32,2016-51,2486
8330,32,2016-52,1987
8331,32,2016-53,1083
8332,32,2017-01,2286
8333,32,2017-02,2304
8334,32,2017-03,2337
8335,32,2017-04,2423
8336,32,2017-05,2498
8337,32,2017-06,2632
8338,32,2017-07,2661
8339,32,2017-08,2550
8340,32,2017-09,2970
8341,32,2017-10,3022
8342,32,2017-11,3171
8343,32,2017-12,3093
8344,32,2017-13,3283
8345,32,2017-14,3683
8346,32,2017-15,3708
8347,32,2017-16,3640
8348,32,2017-17,3518
8349,32,2017-18,3980
8350,32,2017-19,4059
8351,32,2017-20,3949
8352,32,2017-21,3969
8353,32,2017-22,4062
8354,32,2017-23,4278
8355,32,2017-24,4215
8356,32,2017-25,4244
8357,32,2017-26,4269
8358,32,2017-27,4478
8359,32,2017-28,4441
8360,32,2017-29,4507
8361,32,2017-30,4385
8362,32,2017-31,3955
8363,32,2017-32,3950
8364,32,2017-33,3888
8365,32,2017-34,3877
8366,32,2017-35,3865
8367,32,2017-36,3583
8368,32,2017-37,3722
8369,32,2017-38,3731
8370,32,2017-39,3648
8371,32,2017-40,3363
8372,32,2017-41,3464
8373,32,2017-42,3486
8374,32,2017-43,3460
8375,32,2017-44,3638
8376,32,2017-45,3760
8377,32,2017-46,3605
8378,32,2017-47,3681
8379,32,2017-48,3151
8380,32,2017-49,2577
8381,32,2017-50,2551
8382,32,2017-51,2628
8383,32,2017-52,3033
8384,33,2013-01,3165
8385,33,2013-02,2724
8386,33,2013-03,2677
8387,33,2013-04,2846
8388,33,2013-05,2837
8389,33,2013-06,3012
8390,33,2013-07,3038
8391,33,2013-08,2996
8392,33,2013-09,3328
8393,33,2013-10,3597
8394,33,2013-11,3552
8395,33,2013-12,3696
8396,33,2013-13,3702
8397,33,2013-14,4154
8398,33,2013-15,4039
8399,33,2013-16,4263
8400,33,2013-17,4341
8401,33,2013-18,4555
